B2C-ORG-012,Org Search Bar Appears for >10 Organizations,B2C Features > Organization,High,BL-B2C-004,,"Multi-org user belonging to 11 or more organizations","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as a user with 11+ org memberships
2. [ACT] Open the org switcher dropdown
3. [ASSERT] Verify a search bar / text input appears inside the switcher
4. [ASSERT] Verify all organizations are listed below the search bar","[DOM] Search input field visible inside org switcher dropdown
[DOM] Organization list displayed below search input
[STATE] All 11+ organizations visible (with scroll if needed)","[API] organization query returns 11+ results
[CONSOLE] no uncaught JS errors","Search bar missing for user with 11+ orgs; org list truncated without search; switcher fails to open",none,C413993-C414010,Generated
B2C-ORG-013,Org Search Bar Hidden for <=10 Organizations,B2C Features > Organization,Medium,BL-B2C-004,,"Multi-org user belonging to exactly 10 or fewer organizations","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as a user with 10 or fewer org memberships
2. [ACT] Open the org switcher dropdown
3. [ASSERT] Verify NO search bar is shown inside the switcher
4. [ASSERT] Verify all organizations are listed directly","[DOM] No search input field inside org switcher
[DOM] All organizations listed directly without search
[STATE] Org count is 10 or fewer","[CONSOLE] no uncaught JS errors","Search bar incorrectly showing for <=10 orgs; org list missing",none,C413993-C414010,Generated
B2C-ORG-014,Org Search - Boundary: Exactly 10 vs 11 Organizations,B2C Features > Organization,Medium,BL-B2C-004,ECL-14.2,"Two test accounts: one with exactly 10 orgs and one with exactly 11 orgs","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as user with exactly 10 orgs
2. [ACT] Open org switcher
3. [ASSERT] Verify NO search bar displayed
4. [ACT] Log out
5. [NAV] Log in as user with exactly 11 orgs
6. [ACT] Open org switcher
7. [ASSERT] Verify search bar IS displayed","[DOM] 10-org user: no search input in switcher
[DOM] 11-org user: search input visible in switcher
[STATE] Boundary condition at 10/11 correctly implemented","[CONSOLE] no uncaught JS errors","Search bar present at 10 orgs (should not be); search bar missing at 11 orgs (should be present); inconsistent boundary behavior",none,C413993-C414010,Generated
B2C-ORG-015,Org Search - Full Name Match,B2C Features > Organization,High,BL-B2C-004,,"Multi-org user with 11+ orgs; known org name","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type full org name in search input
4. [ASSERT] Verify matching org appears in filtered list
5. [ASSERT] Verify non-matching orgs are hidden","[DOM] Search results show only matching organization
[DOM] Non-matching organizations hidden from list
[STATE] Search filters in real-time as user types","[API] organization search returns matching results
[CONSOLE] no uncaught JS errors","Full name search returns no results; non-matching orgs still visible; search not filtering",none,C413993-C414010,Generated
B2C-ORG-016,Org Search - Partial Name Match,B2C Features > Organization,High,BL-B2C-004,,"Multi-org user with 11+ orgs","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type first 3 characters of an org name in search input
4. [ASSERT] Verify all orgs containing the partial text appear in results
5. [ASSERT] Verify orgs not containing the text are hidden","[DOM] Results include all organizations whose name contains the partial text
[DOM] Results filtered in real-time
[STATE] Partial match works as substring or prefix search","[CONSOLE] no uncaught JS errors","Partial search returns no results; only exact matches shown; search requires full name to work",none,C413993-C414010,Generated
B2C-ORG-017,Org Search - Case Insensitive,B2C Features > Organization,Medium,BL-B2C-004,,"Multi-org user with 11+ orgs; known org name","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type org name in lowercase
4. [ASSERT] Verify matching org appears
5. [ACT] Clear search and type in UPPERCASE
6. [ASSERT] Verify same matching org appears","[DOM] Lowercase search returns same results as original case
[DOM] Uppercase search returns same results as original case
[STATE] Search is case-insensitive","[CONSOLE] no uncaught JS errors","Case-sensitive search: lowercase fails to find uppercase org name; inconsistent results between cases",none,C413993-C414010,Generated
B2C-ORG-018,Org Search - No Results Found State,B2C Features > Organization,Medium,BL-B2C-004,,"Multi-org user with 11+ orgs","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type a non-existent org name (e.g. ZZZ_NONEXISTENT_999)
4. [ASSERT] Verify empty results state is shown","[DOM] No organization items shown in filtered list
[DOM] Empty state message displayed (e.g. No organizations found)
[DOM] No blank or broken layout","[CONSOLE] no uncaught JS errors","Blank area instead of empty state message; dropdown closes when no results; JS error on empty search results",none,C413993-C414010,Generated
B2C-ORG-019,Org Search - Clear Search Restores Full List,B2C Features > Organization,Medium,BL-B2C-004,,"Multi-org user with 11+ orgs","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type a search term that filters to 1-2 results
4. [ASSERT] Verify filtered results shown
5. [ACT] Clear the search input (backspace or clear button)
6. [ASSERT] Verify full organization list is restored","[DOM] After clearing search: all organizations visible again
[STATE] Organization count matches original full list
[DOM] Search input is empty after clearing","[CONSOLE] no uncaught JS errors","Clearing search does not restore full list; some orgs missing after clearing; search input not clearable",none,C413993-C414010,Generated
B2C-ORG-020,Org Search - Special Characters in Query,B2C Features > Organization,Medium,BL-B2C-004,ECL-7.2,"Multi-org user with 11+ orgs","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type special characters in search (e.g. & or apostrophe)
4. [ASSERT] Verify search handles special characters without error
5. [ASSERT] Verify matching orgs with special characters in name appear if they exist","[DOM] Search with special characters does not cause JS error
[DOM] Orgs with special characters in name are findable
[STATE] No XSS or injection behavior","[CONSOLE] no uncaught JS errors","JS error when typing special characters; search breaks with ampersand or apostrophe; XSS vulnerability",none,C413993-C414010,Generated
B2C-ORG-021,Org Search - Leading/Trailing Spaces Handling,B2C Features > Organization,Low,BL-B2C-004,,"Multi-org user with 11+ orgs","url={{FRONT_URL}};org_user={{ORG_USER_EMAIL}};org_password={{ORG_USER_PASSWORD}}","1. [NAV] Log in as multi-org user (11+ orgs)
2. [ACT] Open org switcher
3. [ACT] Type org name with leading and trailing spaces
4. [ASSERT] Verify matching org still appears in results","[DOM] Leading/trailing spaces are trimmed or ignored in search
[STATE] Results match as if spaces were trimmed","[CONSOLE] no uncaught JS errors","Spaces cause no-results state when org exists; search breaks with whitespace-only input",none,C413993-C414010,Generated
