ORD-019,Order List - Filter by Multiple Statuses,Orders > Filtering,High,BL-ORD-003,"ECL-3.2","Buyer logged in as {{USER_EMAIL}}; account has orders in at least 3 different statuses (New and Shipped and Completed)","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [ASSERT] verify status filter control visible; [ACT] select 'New' status filter; [WAIT] wait for filtered results; [ASSERT] verify only New orders displayed; [ACT] add 'Shipped' to active filters (multi-select or apply second filter); [WAIT] wait for results to update; [ASSERT] verify orders with New and Shipped statuses displayed; [ASSERT] verify Completed orders excluded; [ACT] clear all filters; [WAIT] wait for full list; [ASSERT] verify all orders restored including Completed","[DOM] status filter supports selecting multiple statuses; [STATE] filtered results include only New and Shipped orders when both selected; [STATE] Completed orders absent from multi-status filtered view; [STATE] clearing filters restores full unfiltered order list; [DOM] active filter indicators show both selected statuses","[API] orders query with multi-status filter returns correctly scoped results; [CONSOLE] no JS errors on multi-filter interaction; [NETWORK] 2xx on filtered orders request","multi-status filter not supported (single select only); filter shows orders of unselected statuses; clearing filters causes page error; filter count badge incorrect","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-020,Order List - Sort by Date Ascending and Descending,Orders > Filtering,High,BL-ORD-003,"ECL-3.2","Buyer logged in as {{USER_EMAIL}}; account has 5+ orders placed on different dates","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [ASSERT] verify sort control or column header for date visible; [KEY] note default sort order (most recent first); [ACT] click date sort to toggle ascending order; [WAIT] wait for list to re-sort; [ASSERT] verify orders now sorted oldest first (ascending dates); [ACT] click date sort again to toggle descending; [WAIT] wait for re-sort; [ASSERT] verify orders sorted most recent first (descending dates); [ASSERT] verify sort indicator reflects current direction","[STATE] ascending sort shows oldest order first; [STATE] descending sort shows newest order first; [FORMAT] dates in list follow consistent format and are in correct chronological sequence; [DOM] sort direction indicator (arrow icon or label) reflects current sort state; [STATE] no orders missing or duplicated after sort change","[API] orders query with sort param returns correctly ordered results; [CONSOLE] no JS errors on sort interaction; [NETWORK] 2xx on sorted request","sort control absent; clicking sort does not change order; dates not in chronological sequence after sort; sort indicator does not update","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-021,Order List - Sort by Order Total,Orders > Filtering,Medium,BL-ORD-003,"ECL-3.2","Buyer logged in as {{USER_EMAIL}}; account has orders with different total amounts","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [ASSERT] verify sort option for order total available (column header or dropdown); [ACT] apply sort by total ascending; [WAIT] wait for list to re-sort; [ASSERT] verify orders sorted from lowest to highest total; [ACT] toggle to descending; [WAIT] wait for re-sort; [ASSERT] verify orders sorted from highest to lowest total; [ASSERT] verify each row displays the order total amount","[STATE] ascending sort shows lowest total first; [STATE] descending sort shows highest total first; [MATH] totals in list are in correct numerical order (not alphabetical string sort); [DOM] each order row displays total amount; [DOM] sort indicator reflects current direction","[API] orders query with sort=total returns correctly ordered results; [CONSOLE] no errors on total sort; [NETWORK] 2xx on sorted request","sort by total not available; totals sorted alphabetically instead of numerically (e.g. $9 after $80); sort indicator absent","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-022,Order List - Search Reset and Clear Filters,Orders > Filtering,Medium,BL-ORD-003,"ECL-3.2","Buyer logged in as {{USER_EMAIL}}; account has 5+ orders; at least one filter (status or date) has been applied","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [KEY] note total order count in unfiltered list; [ACT] apply status filter for 'Shipped'; [WAIT] wait for filtered results; [KEY] note filtered count is less than total; [ASSERT] verify 'Clear filters' or 'Reset' button visible; [ACT] click 'Clear filters' / 'Reset'; [WAIT] wait for list to reload; [ASSERT] verify order count matches original unfiltered total; [ACT] enter a search term in the search field; [WAIT] wait for search results; [ACT] clear the search field using the clear (X) button; [WAIT] wait for list to restore; [ASSERT] verify full order list restored; [ASSERT] verify no residual filter state remains","[DOM] clear/reset button visible when any filter is active; [STATE] clicking clear restores full unfiltered order list; [STATE] order count after clear matches pre-filter count; [DOM] search field clear (X) button functional; [STATE] no residual filter or search state after clearing; [DOM] filter indicators removed after clear","[API] unfiltered orders query returns full result set after clear; [CONSOLE] no errors on filter clear interaction; [NETWORK] 2xx on reset request","clear/reset button absent when filters are active; clearing does not restore full list; residual filter state persists after clear; order count incorrect after reset","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-023,Order List - Sort by Status Column,Orders > Filtering,Medium,BL-ORD-003,"ECL-3.2","Buyer logged in as {{USER_EMAIL}}; account has orders in at least 3 different statuses","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [ASSERT] verify status column header is clickable for sorting (if supported); [ACT] click status column header to sort; [WAIT] wait for list to re-sort; [ASSERT] verify orders grouped by status (alphabetical or logical order); [ACT] click again to reverse sort; [WAIT] wait for re-sort; [ASSERT] verify sort order reversed; [ASSERT] verify no orders lost or duplicated during sort","[STATE] orders grouped or sorted by status value after clicking status header; [STATE] reverse click reverses the grouping; [DOM] sort indicator on status column reflects direction; [STATE] total order count unchanged after sort; [DOM] no page error or blank state after status sort","[API] orders query with sort=status returns grouped results; [CONSOLE] no JS errors on status sort; [NETWORK] 2xx on sorted request","status column not sortable; clicking header causes page error; orders duplicated or missing after sort","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-024,Order List - Empty State When No Orders Match Filter,Orders > Filtering,Medium,BL-ORD-003,"ECL-3.1","Buyer logged in as {{USER_EMAIL}}; account has orders but none in 'Cancelled' status (or another uncommon status)","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [ACT] apply status filter for a status with zero matching orders (e.g. 'Cancelled'); [WAIT] wait for filtered results; [ASSERT] verify empty state message displayed (e.g. 'No orders found' or 'No results'); [ASSERT] verify empty state is not a blank page but has meaningful text; [ASSERT] verify clear filter option is accessible from empty state; [ACT] clear the filter; [WAIT] wait for full list; [ASSERT] verify all orders restored","[DOM] empty state message displayed when filter yields zero results; [DOM] message text is user-friendly (not a technical error); [DOM] clear filter or reset option accessible from empty state; [STATE] clearing filter from empty state restores full list; [DOM] no blank white page or missing content area","[API] filtered orders query returns empty result set with 200 status; [CONSOLE] no JS errors on empty filter results; [NETWORK] no 4xx/5xx on empty result query","blank page shown instead of empty state message; no way to clear filter from empty state; clearing filter does not restore orders; error message shown instead of friendly empty state","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-025,Order List - Search with No Results Shows Empty State,Orders > Filtering,Medium,BL-ORD-003,"ECL-3.1","Buyer logged in as {{USER_EMAIL}}; account has orders","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[NAV] Navigate to /account/orders; [ACT] enter a nonexistent order number in search field (e.g. 'XXXXINVALID99999'); [KEY] press Enter or click search; [WAIT] wait for search results; [ASSERT] verify empty state or 'No orders found' message displayed; [ASSERT] verify page does not show a loading spinner indefinitely; [ACT] clear search field; [WAIT] wait for full list; [ASSERT] verify all orders restored","[DOM] empty state message shown for nonexistent order number search; [DOM] no infinite loading spinner; [STATE] clearing search restores full order list; [DOM] search field retains entered text until explicitly cleared","[API] orders search query returns empty result set with 200; [CONSOLE] no JS errors on empty search; [NETWORK] 2xx on search request","blank page on invalid search; infinite spinner; clearing search does not restore list; JS error on search submission","none","Coverage Gap Analysis — GAP-F01",Generated
ORD-026,Mobile - Order List Responsive Layout,Orders > Mobile,High,BL-ORD-003,"ECL-7.1","Buyer logged in as {{USER_EMAIL}}; account has 3+ orders; mobile viewport (375px width)","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[ACT] resize browser to 375px width; [NAV] navigate to /account/orders; [WAIT] wait for page to load; [ASSERT] verify orders list renders without horizontal scrollbar; [ASSERT] verify each order row shows order number and date and status; [ASSERT] verify text is readable without zooming (font size >= 16px); [ASSERT] verify touch targets (tap areas) are at least 44x44px; [SCROLL] scroll through order list; [ASSERT] verify all orders accessible via scrolling; [ACT] tap on an order row; [ASSERT] verify order detail page loads correctly at mobile width","[DOM] order list renders within 375px viewport without horizontal overflow; [DOM] order number and date and status visible per row without truncation that hides meaning; [FORMAT] font size >= 16px for body text (no iOS auto-zoom trigger); [DOM] touch targets >= 44x44px for interactive elements; [NAV] tapping order navigates to detail page successfully at mobile viewport","[CONSOLE] no layout-related JS warnings at 375px; [NETWORK] 2xx on orders page load at mobile viewport","horizontal scrollbar appears at 375px; text overlaps or clips making content unreadable; touch targets too small (< 44px); order detail fails to load after tap; auto-zoom triggered on iOS due to small font","none","Coverage Gap Analysis — GAP-F02",Generated
ORD-027,Mobile - Order Filters Collapsed and Expandable,Orders > Mobile,Medium,BL-ORD-003,"ECL-3.2","Buyer logged in as {{USER_EMAIL}}; mobile viewport (375px width); account has orders in multiple statuses","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[ACT] resize browser to 375px width; [NAV] navigate to /account/orders; [WAIT] wait for page; [ASSERT] verify filters are collapsed or behind a 'Filter' toggle button (not taking full screen space); [ACT] tap the filter toggle or expand button; [WAIT] wait for filter panel to expand; [ASSERT] verify status filter options accessible; [ACT] select a status filter; [WAIT] wait for results; [ASSERT] verify filtered results displayed; [ACT] tap filter toggle again to collapse; [ASSERT] verify filter panel closes and filtered results remain visible","[DOM] filter controls collapsed by default at 375px width; [DOM] filter toggle/expand button visible and tappable (>= 44x44px); [DOM] expanded filter shows status options; [STATE] selecting filter updates results while panel is open; [STATE] collapsing filter panel preserves the active filter; [DOM] active filter indicator visible even when panel is collapsed","[CONSOLE] no JS errors on filter toggle at mobile viewport; [NETWORK] 2xx on filtered request at mobile","filters take up full screen space at mobile width pushing content below fold; filter toggle absent; selecting filter causes page to jump to top; collapsing panel clears the active filter","none","Coverage Gap Analysis — GAP-F02",Generated
ORD-028,Mobile - Order Detail Responsive Layout,Orders > Mobile,High,BL-ORD-003,"ECL-7.1","Buyer logged in as {{USER_EMAIL}}; mobile viewport (375px width); order exists with line items and shipping address and payment info","url={{FRONT_URL}};user={{USER_EMAIL}};password={{USER_PASSWORD}}","[ACT] resize browser to 375px width; [NAV] navigate to /account/orders; [ACT] tap on an order to open detail; [WAIT] wait for detail page; [ASSERT] verify order detail page renders without horizontal scrollbar; [ASSERT] verify line items display product name and quantity and price readably; [ASSERT] verify shipping address section visible and readable; [ASSERT] verify order totals (subtotal and shipping and tax and grand total) visible; [SCROLL] scroll down to see all order sections; [ASSERT] verify all sections accessible without horizontal scrolling; [ASSERT] verify action buttons (Reorder and Return) are full-width or adequately sized for touch","[DOM] order detail renders within 375px without horizontal overflow; [DOM] line items readable with product name and qty and price visible; [DOM] shipping address text does not overflow or truncate critically; [DOM] order totals visible and correctly formatted; [DOM] action buttons >= 44px height and full-width or near-full-width at mobile; [FORMAT] all monetary amounts display 2 decimal places","[CONSOLE] no layout errors at 375px on order detail; [NETWORK] 2xx on order detail page load","horizontal scroll required to see content; line item details truncated making them unreadable; totals section hidden or clipped; action buttons too small for touch interaction","none","Coverage Gap Analysis — GAP-F02",Generated
